LCA_CASE_EMPLOYER_NAME,LCA_CASE_EMPLOYER_CITY,LCA_CASE_EMPLOYER_POSTAL_CODE,LCA_CASE_JOB_TITLE,LCA_CASE_WAGE_RATE_FROM,CODE,SALARY RANGE
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE ENGINEER (SAP PROJECT MANAGER),65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SYSTEMS ANALYST,65000,C,50001 to 100000
YAHOO! INC.,SUNNYVALE,94089,"SOFTWARE ENGINEER (TECH YAHOO!, SOFTWARE DEV ENGIN",65000,C,50001 to 100000
"FISKER AUTOMOTIVE, INC.",ANAHEIM,92807,"AUTOMOTIVE DESIGNER, COLOR & MATERIALS",65000,C,50001 to 100000
"TURKHAN FOODS, INC.",RIPON,95366,OPERATIONS MANAGER,65000,C,50001 to 100000
AUSENCO PSI LLC,CONCORD,94520,ASSOCIATE PROCESS ENGINEER,65000,C,50001 to 100000
"SEPCO GROUP, INC.",BAKERSFIELD,93309,PROGRAMMER ANALYST,65000,C,50001 to 100000
"INTELLISWIFT SOFTWARE, INC.",FREMONT,94538,QA ANALYST,65000,C,50001 to 100000
ALPHA NET CONSULTING LLC,SANTA CLARA,95054,DOTNET PROGRAMMER,65000,C,50001 to 100000
"INTELLISWIFT SOFTWARE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
"WAVESTRONG, INC",DUBLIN,94568,BUSINESS ANALYST,65000,C,50001 to 100000
BIOHEALTH COLLEGE INC.,SAN JOSE,95134,BUSINESS ANALYST (SYSTEMS ANALYST),65000,C,50001 to 100000
MAGENTO INC.,CULVER CITY,90232,USER EXPERIENCE DESIGNER,65000,C,50001 to 100000
"RIOT GAMES, INC.",SANTA MONICA,90404,SENIOR BUSINESS DEVELOPMENT MANAGER,65000,C,50001 to 100000
"THINKPETS, INC.",EL SEGUNDO,90245,COMPUTER PROGRAMMER,65000,C,50001 to 100000
RETHINK REWARDS LLC,SAN FRANCISCO,94105,CORPORATE RECRUITER,65000,C,50001 to 100000
ALGOTOCHIP CORPORATION,SUNNYVALE,94085,COMPUTER SYSTEMS ENGINEER,65000,C,50001 to 100000
COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS,PASADENA,91101,QA ANALYST,65000,C,50001 to 100000
"SYSINTELLI, INC.",SAN DIEGO,92126,SYSTEMS ANALYST,65000,C,50001 to 100000
"DICON FIBEROPTICS, INC.",RICHMOND,94804,SEMICONDUCTOR PROCESS ENGINEER,65000,C,50001 to 100000
"SEPCO GROUP, INC.",BAKERSFIELD,93309,PROGRAMMER ANALYST,65000,C,50001 to 100000
CYBERMASS SOLUTIONS INC,MILPITAS,95035,PROGRAMMER ANALYST,65000,C,50001 to 100000
"INTELLISWIFT SOFTWARE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
"MSPOT, INC.",PALO ALTO,94306,COMPUTER SYSTEMS ANALYST,65000,C,50001 to 100000
YAHOO! INC.,SUNNYVALE,94089,"SOFTWARE ENGINEER (TECH YAHOO, SOFTWARE DEV ENG, A",65000,C,50001 to 100000
FABICA INC.,IRVINE,92618,SYSTEMS ANALYST,65000,C,50001 to 100000
BRAND NEW SCHOOL,SANTA MONICA,90404,GRAPHIC DESIGNER,65000,C,50001 to 100000
INDOSYS CORPORATION,SAN JOSE,95135,ANDROID TEST ENGINEER,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE ENGINEER,65000,C,50001 to 100000
COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS,PASADENA,91101,TEST ANALYST,65000,C,50001 to 100000
"RIOT GAMES, INC.",SANTA MONICA,90404,SENIOR BUSINESS DEVELOPMENT MANAGER,65000,C,50001 to 100000
"BODHTREE SOLUTIONS, INC.",FREMONT,94539,SYSTEMS ANALYST,65000,C,50001 to 100000
"BODHTREE SOLUTIONS, INC.",FREMONT,94539,SYSTEMS ANALYST,65000,C,50001 to 100000
CYPRESS SEMICONDUCTOR CORPORATION,"SAN JOSE,",95134,APPLICATIONS ENGINEER,65000,C,50001 to 100000
"PROSPANCE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
"WAVEMARKET, INC.",EMERYVILLE,94608,SYSTEMS ADMINISTRATOR/ANALYST,65000,C,50001 to 100000
"VF CONTEMPORARY BRANDS, INC.",LOS ANGELES,90058,MANAGER - DIVISIONAL MERCHANDISE,65000,C,50001 to 100000
"VF CONTEMPORARY BRANDS, INC.",LOS ANGELES,90058,MANAGER - DIVISIONAL MERCHANDISE,65000,C,50001 to 100000
GPS INTERNATIONAL TECHNOLOGIES INC.,SAN DIEGO,92101,SOFTWARE ENGINEER,65000,C,50001 to 100000
"VF CONTEMPORARY BRANDS, INC.",LOS ANGELES,90058,MANAGER - DIVISIONAL MERCHANDISE,65000,C,50001 to 100000
"PROSPANCE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
ARSIN CORPORATION,SANTA CLARA,95054,SENIOR QUALITY ASSURANCE ANALYST,65000,C,50001 to 100000
"INTEGRITY BIO, INC.",CAMARILLO,93012,RESEARCH SCIENTIST,65000,C,50001 to 100000
INDOSYS CORPORATION,SAN JOSE,95135,ANDROID TEST ENGINEER,65000,C,50001 to 100000
"VF CONTEMPORARY BRANDS, INC.",LOS ANGELES,90058,BUYER,65000,C,50001 to 100000
KODIAK NETWORKS,SAN RAMON,94583,COMPUTER SYSTEMS ANALYST,65000,C,50001 to 100000
"VF CONTEMPORARY BRANDS, INC.",LOS ANGELES,90058,BUYER,65000,C,50001 to 100000
"VF CONTEMPORARY BRANDS, INC.",LOS ANGELES,90058,BUYER,65000,C,50001 to 100000
AEG LIVE LLC,LOS ANGELES,90036,LATIN MARKET RESEARCH CONSULTANT,65000,C,50001 to 100000
SEAGATE US LLC,CUPERTINO,95014,ENGINEER II,65000,C,50001 to 100000
HYUNDAI INFORMATION SERVICE NORTH AMERICA LLC,IRVINE,92606,SOFTWARE DEVELOPER,65000,C,50001 to 100000
COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS,PASADENA,91101,QA ANALYST,65000,C,50001 to 100000
NEOBYTES LLC,LOS ANGELES,90036,SOFTWARE ENGINEER,65000,C,50001 to 100000
CYGNI GROUP LLC,SAN DIEGO,92131,SYSTEMS & PERFORMANCE ENGINEER,65000,C,50001 to 100000
"GSPANN TECHNOLOGIES, INC.",MILPITAS,95035,TECHNICAL CONSULTANT,65000,C,50001 to 100000
CYGNI GROUP LLC,SAN DIEGO,92131,SYSTEMS & PERFORMANCE ENGINEER,65000,C,50001 to 100000
TINY PLANET INC,LA PALMA,90623,NETWORK SYSTEM AND DATA COMMUNICATIONS ANALYST,65000,C,50001 to 100000
YAHOO! INC.,SUNNYVALE,94089,"TECH YAHOO, SOFTWARE APPS DEV ENG, INTERM",65000,C,50001 to 100000
"RIOT GAMES, INC.",SANTA MONICA,90404,TECHNICAL COORDINATOR,65000,C,50001 to 100000
"GSPANN TECHNOLOGIES, INC.",MILPITAS,95035,WEB DEVELOPER,65000,C,50001 to 100000
"ALL-IN-1, INC.",GLENDALE,91203,SOFTWARE ENGINEER,65000,C,50001 to 100000
YAHOO! INC.,SUNNYVALE,94089,"SOFTWARE ENGINEER (TECH YAHOO, SOFTWARE QUALITY EN",65000,C,50001 to 100000
RGB SYSTEMS,ANAHEIM,92805,SOFTWARE INTERACTION DESIGNER,65000,C,50001 to 100000
"SMARTPLAY, INC.",SAN JOSE,95134,COMPUTER SYSTEM ANALYST,65000,C,50001 to 100000
"SYSINTELLI, INC.",SAN DIEGO,92126,PROGRAMMER ANALYST,65000,C,50001 to 100000
"IRISLOGIC, INC.",SANTA CLARA,95051,SOFTWARE DEVELOPER,65000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SYSTEMS ANALYST,65000,C,50001 to 100000
"FOX GROUP, NEWS AMERICA, INC.",LOS ANGELES,90067,SR. FINANCIAL ANALYST,65000,C,50001 to 100000
MAAN SYSTEMS INC,NEWARK,94560,COMPUTER PROGRAMMER/ANALYST,65000,C,50001 to 100000
"XAVIENT INFORMATION SYSTEMS, INC.",SIMI VALLEY,93065,JAVA CONSULTANT,65000,C,50001 to 100000
"BUZZ ALL STARS, INC.",PALO ALTO,94301,HEAD COPY WRITER,65000,C,50001 to 100000
"AXIOM TECHNOLOGIES INTERNATIONAL, LLC",WOODLAND HILLS,91367,SOFTWARE ENGINEER,65000,C,50001 to 100000
JACKSON FAMILY ENTERPRISES,SANTA ROSA,95403,NATIONAL IMPORT DIRECTOR-BRAND AND MARKETING DEVEL,65000,C,50001 to 100000
"MSRCOSMOS, LLC",PLEASANTON,94588,PROGRAMMER ANALYST,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER,65000,C,50001 to 100000
"LEAPFROG ENTERPRISES, INC.",EMERYVILLE,94608,CUSTOMER INTELLIGENCE AND CRM ANALYST,65000,C,50001 to 100000
"ORACLE AMERICA, INC.",REDWOOD SHORES,94065,SOFTWARE ENGINEER (QA ANALYST 2-PRODDEV),65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER,65000,C,50001 to 100000
"PROSPANCE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
"DS SOFT TECH, INC.",FREMONT,94536,SYSTEMS ADMINISTRATOR,65000,C,50001 to 100000
"BUZZ ALL STARS, INC.",PALO ALTO,94301,HEAD COPY WRITER,65000,C,50001 to 100000
CALLIDUS SOFTWARE INC.,PLEASANTON,94588,TECHNICAL SUPPORT ENGINEER II,65000,C,50001 to 100000
"MAGENTO, INC.",CULVER CITY,90232,QA ANALYST,65000,C,50001 to 100000
"SPIRAE, INC.",FORT COLLINS,80524-2329,ELECTRICAL ENGINEER,65000,C,50001 to 100000
"ALL-IN-1, INC.",GLENDALE,91204,SOFTWARE ENGINEER,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
PRELUDE SYSTEMS INC.,IRVINE,92606,BUSINESS ANALYST,65000,C,50001 to 100000
"CROWDGATHER, INC",WOODLAND HILLS,91634,SOFTWARE ENGINEER,65000,C,50001 to 100000
"PALO ALTO NETWORKS, INC.",SANTA CLARA,95054,TECHNICAL SUPPORT ENGINEER,65000,C,50001 to 100000
PASSY-MUIR INC,IRVINE,92612,REGULATORY AFFAIRS /QUALITY ASSURANCE SCIENTIST,65000,C,50001 to 100000
JACKSON FAMILY ENTERPRISES,SANTA ROSA,95403,NATIONAL IMPORT DIRECTOR - BRAND & MARKETING DEVEL,65000,C,50001 to 100000
HANDMADE MOBILE ENTERTAINMENT LLC,SAN FRANCISCO,94108,MOBILE APPLICATION DEVELOPER,65000,C,50001 to 100000
HUNTINGTON MEDICAL RESEARCH INSTITUTES,PASADENA,91101,MICROFABRICATION ENGINEER,65000,C,50001 to 100000
TRIGGER LLC,LOS ANGELES,90064,SENIOR DESIGNER,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SYSTEMS ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE ENGINEER,65000,C,50001 to 100000
"KCM GROUP, INC.",SAN DIEGO,92109,PROJECT ENGINEER,65000,C,50001 to 100000
CYGNI GROUP LLC,SAN DIEGO,92131,SYSTEMS & PERFORMANCE ENGINEER,65000,C,50001 to 100000
R SYSTEMS INC.,EL DORADO HILLS,95762,COMPUTER PROGRAMMER,65000,C,50001 to 100000
ADVANCED DIGITAL SOLUTIONS INTERNATIONAL INC,FREMONT,94538,SR. FINANCIAL ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
"VMR TECHNOLOGIES, INC.",VALENCIA,91354,PROGRAMMER ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER,65000,C,50001 to 100000
"MSRCOSMOS, LLC",PLEASANTON,94588,PROGRAMMER ANALYST,65000,C,50001 to 100000
"SUHAS AHUJA COMPUTER CONSULTING, INC",REDWOOD CITY,94065,SOFTWARE ANALYST,65000,C,50001 to 100000
"BRIDGELUX, INC.",LIVERMORE,94551,PRODUCT DEVELOPMENT ENGINEER,65000,C,50001 to 100000
PASSY-MUIR INC,IRVINE,92612,REGULATORY AFFAIRS /QUALITY ASSURANCE SCIENTIST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
"ZEP SOLAR, INC.",SAN RAFAEL,94903,PURCHASING OPERATIONS ANALYST,65000,C,50001 to 100000
MAKAR MANAGEMENT LLC,NEWPORT BEACH,92660,VP INTERNATIONAL INVESTMENT,65000,C,50001 to 100000
TRIGGER LLC,LOS ANGELES,90064,SENIOR DESIGNER,65000,C,50001 to 100000
COLLABERA SOLUTIONS PVT LTD FORMERLY GCI SOLUTIONS,PASADENA,91101,COMPUTER PROGRAMMER,65000,C,50001 to 100000
"PROSPANCE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
LUMILEDS LIGHTING LLC,SAN JOSE,95134,MARKETING COMMUNICATIONS SPECIALIST,65000,C,50001 to 100000
USTREAM INC,SAN FRANCISCO,94107,BUSINESS ANALYST,65000,C,50001 to 100000
"SERVICE ORIENTED SOLUTIONS, LLC",NEWARK,94560,WEB SUPPORT ENGINEER,65000,C,50001 to 100000
BIOHEALTH COLLEGE INC.,SAN JOSE,95134,BUSINESS ANALYST (SYSTEMS ANALYST),65000,C,50001 to 100000
SYNNEX CORPORATION,FREMONT,94538,SYSTEMS ENGINEER,65000,C,50001 to 100000
BRC IMAGINATION ARTS,BURBANK,91504,ILLUSTRATOR/CONCEPT ARTIST,65000,C,50001 to 100000
"CRAZY HORSE EFFECTS, INC.",VENICE,90291,VISUAL EFFECTS ARTIST,65000,C,50001 to 100000
"EITACIES, INC.",MOUNTAIN VIEW,94043-3249,COMPUTER SYSTEMS ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,PROGRAMMER ANALYST,65000,C,50001 to 100000
BRC IMAGINATIONARTS,BURBANK,91504,INDUSTRIAL CONCEPT ARTIST/GRAPHIC DESIGNER,65000,C,50001 to 100000
"GRAVES MOTORSPORTS, INC.",VAN NUYS,91406,MECHANICAL ENGINEER,65000,C,50001 to 100000
"EQAL, INC.",SHERMAN OAKS,91403,SYSTEMS ENGINEER,65000,C,50001 to 100000
"XAVIENT INFORMATION SYSTEMS, INC.",SIMI VALLEY,93065,QA ANALYST,65000,C,50001 to 100000
BRC IMAGINATION ARTS,BURBANK,91504,INDUSTRIAL CONCEPT ARTIST/GRAPHIC DESIGNER,65000,C,50001 to 100000
"INTEGRIUM, LLC",TUSTIN,92780,ACCOUNTANT,65000,C,50001 to 100000
RGB SYSTEMS,ANAHEIM,92805,WEB ANALYST,65000,C,50001 to 100000
CUSTOMER CARE INC.,SAN RAMON,94583,JR. SOFTWARE ENGINEER,65000,C,50001 to 100000
"OUTFORCE, LLC",SANTA CLARA,95054,FINANCIAL ANALYST,65000,C,50001 to 100000
"CARSTECH, INC.",SAN JOSE,95120,MARKET ANALYST,65000,C,50001 to 100000
"BODHTREE SOLUTIONS,INC",FREMONT,94539,SYSTEMS ANALYST,65000,C,50001 to 100000
TRIMBLE NAVIGATION LIMITED,SUNNYVALE,94085,CONTROL ENGINEER,65000,C,50001 to 100000
POPULAR TECH,IRVINE,92612,SR. PROGRAMMER ANALYST,65000,C,50001 to 100000
"IDEA SOLUTIONS, INC",SAN JOSE,95110,QUALITY ASSURANCE ANALYST,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,COMPUTER SYSTEMS ANALYST/ SR. PROJECT ANALYST,65000,C,50001 to 100000
WEST COAST CONSULTING LLC,IRVINE,92618,PROGRAMMER ANALYST,65000,C,50001 to 100000
INFOBAHN SOFTWORLD INC,SAN JOSE,95131,SOFTWARE ENGINEER,65000,C,50001 to 100000
"CRAZY HORSE EFFECTS, INC.",VENICE,90291,VISUAL EFFECTS ARTIST,65000,C,50001 to 100000
"ABIQUO, INC.",REDWOOD CITY,94065,SUPPORT ENGINEER,65000,C,50001 to 100000
"PALO ALTO NETWORKS, INC.",SANTA CLARA,95054,TECHNICAL SUPPORT ENGINEER,65000,C,50001 to 100000
"QUANTUM SECURE, INC.",SAN JOSE,95112,COMPUTER SYSTEMS ANALYST,65000,C,50001 to 100000
"VIDHWAN, INC.",SAN JOSE,95113,PROGRAMMER ANALYST,65000,C,50001 to 100000
"RIZO LOPEZ FOODS, INC.",RIVERBANK,95367,DIRECTOR OF NEW PRODUCT DEVELOPMENT,65000,C,50001 to 100000
RAMBUS INC.,SUNNYVALE,94089,SMTS - THERMAL ENGINEER,65000,C,50001 to 100000
"PALO ALTO NETWORKS, INC.",SANTA CLARA,95054,TECHNICAL SUPPORT ENGINEER,65000,C,50001 to 100000
"CASHEDGE, INC.",SUNNYVALE,94089,IT RISK & ASSURANCE MANAGER (LOSS PREVENTION MANAG,65000,C,50001 to 100000
"MARSEILLE NETWORKS, INC.",SANTA CLARA,95054,SOFTWARE ENGINEER,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER,65000,C,50001 to 100000
"PALO ALTO NETWORKS, INC.",SANTA CLARA,95054,TECHNICAL SUPPORT ENGINEER,65000,C,50001 to 100000
"CARSTECH, INC.",SAN JOSE,95120,MARKET ANALYST,65000,C,50001 to 100000
INFOSTRETCH CORPORATION,SANTA CLARA,95054,AUTOMATION QA ENGINEER,65000,C,50001 to 100000
INDOSYS CORPORATION,SAN JOSE,95135,ANDROID TEST ENGINEER,65000,C,50001 to 100000
"ACCOLO, INC.",LARKSPUR,94939,USER SOFTWARE ARCHITECT,65000,C,50001 to 100000
"CASHEDGE, INC.",SUNNYVALE,94089,IT RISK & ASSURANCE MANAGER (LOSS PREVENTION MANAG,65000,C,50001 to 100000
"SKORUZ TECHNOLOGIES, INC",FULLERTON,92831,PROGRAMMER ANALYST,65000,C,50001 to 100000
POPULAR TECH,IRVINE,92612,SR. PROGRAMMER ANALYST,65000,C,50001 to 100000
SEARCHFORCE INC.,SAN MATEO,94403,SOFTWARE ENGINEER,65000,C,50001 to 100000
"SMC NETWORKS, INC.",IRVINE,92618,PRODUCT MANAGER,65000,C,50001 to 100000
"SYSINTELLI, INC",SAN DIEGO,92126,PROGRAMMER ANALYST,65000,C,50001 to 100000
"SCHEMATIC LABS, INC.",SAN FRANCISCO,94103,MARKETING RESEARCH ANALYST,65000,C,50001 to 100000
"MSRCOSMOS, LLC.",PLEASANTON,94588,PROGRAMMER ANALYST,65000,C,50001 to 100000
"INFOBAHN SOFTWORLD, INC",SAN JOSE,95131,SOFTWARE DEVELOPER,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SYSTEMS ANALYST,65000,C,50001 to 100000
"OUTFORCE, LLC",SANTA CLARA,95054,FINANCIAL ANALYST,65000,C,50001 to 100000
HUNTINGTON MEDICAL RESEARCH INSTITUTES,PASADENA,91101,MICROFABRICATION ENGINEER,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER,65000,C,50001 to 100000
INFLECTION LLC,REDWOOD CITY,94065,ASSOCIATE OF PRODUCT MANAGEMENT AND ANALYTICS,65000,C,50001 to 100000
GSR TECHNOLOGIES INC.,IRVINE,92618,CHANGE & RELEASE MANAGEMENT ANALYST,65000,C,50001 to 100000
"EQAL, INC.",NORTH HOLLYWOOD,91601,SYSTEMS ENGINEER,65000,C,50001 to 100000
"AURYN, INC.",LOS ANGELES,90045,COMPUTER ANIMATION SYNTHESIST,65000,C,50001 to 100000
"INFOBAHN SOFTWORLD, INC",SAN JOSE,95131,PROGRAMMER ANALYST,65000,C,50001 to 100000
AURIONPRO INC.,SAN RAMON,94583,PROGRAMMER ANALYST,65000,C,50001 to 100000
BACKBONE ENTERTAINMENT,IRVINE,92614,ENVIRONMENT ARTIST,65000,C,50001 to 100000
"JBA INTERNATIONAL, LLC",PASADENA,91104,SOFTWARE ENGINEER,65000,C,50001 to 100000
SEAGATE US LLC,CUPERTINO,95014,MARKET RESEARCH PROJECT MANAGER,65000,C,50001 to 100000
"AXIOM TECHNOLOGIES INTERNATIONAL, LLC",WOODLAND HILLS,91367,SOFTWARE ENGINEER,65000,C,50001 to 100000
FARMERS INSURANCE EXCHANGE,LOS ANGELES,90010,FINANCIAL ANALYST,65000,C,50001 to 100000
PARAMOUNT PICTURES CORPORATION,LOS ANGELES,90038-3197,FINANCIAL ANALYST,65000,C,50001 to 100000
"WAVESTRONG, INC",DUBLIN,94568,SECURITY ANALYST,65000,C,50001 to 100000
"SYSINTELLI, INC.",SAN DIEGO,92126,PROGRAMMER ANALYST,65000,C,50001 to 100000
"DYNASOFT SYNERGY, INC",FREMONT,94536,PROGRAMMER ANALYST,65000,C,50001 to 100000
"INFOOBJECTS, INC",SANTA CLARA,95054,SYSTEMS ANALYST,65000,C,50001 to 100000
SATWIC INC,GLENDALE,91203,BUSINESS INTELLIGENCE DEVELOPER,65000,C,50001 to 100000
"INTERNATIONAL PROGRAMMING & SYSTEMS, INC.",SAN MATEO,94402,COMPUTER SYSTEMS ANALYST,65000,C,50001 to 100000
"AGILEPOINT, INC.",MOUNTAIN VIEW,94043,COMPUTER SYSTEM ANALYST,65000,C,50001 to 100000
CORAXIS CORPORATION,COSTA MESA,92626,COMPUTER PROGRAMMER ANALYST,65000,C,50001 to 100000
"CIGNEX TECHNOLOGIES, INC.",SANTA CLARA,95054,SOFTWARE DEVELOPER,65000,C,50001 to 100000
"TEKVISTA, INC",FREMONT,94536,SOFTWARE QA TESTER,65000,C,50001 to 100000
SATWIC INC,GLENDALE,91203,BUSINESS INTELLIGENCE DEVELOPER,65000,C,50001 to 100000
SATWIC INC,GLENDALE,91203,DATA INTEGRATION DEVELOPER,65000,C,50001 to 100000
SATWIC INC,GLENDALE,91203,DATA INTEGRATION DEVELOPER,65000,C,50001 to 100000
"ZUMBOX, INC.",LOS ANGELES,90045,USER ACCEPTANCE TESTING LEAD,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,SOFTWARE ARCHITECT,65000,C,50001 to 100000
PARAMOUNT PICTURES CORPORATION,LOS ANGELES,90038-3197,FINANCIAL ANALYST,65000,C,50001 to 100000
CYBERMASS SOLUTIONS INC,MILPITAS,95035,PROGRAMMER ANALYST,65000,C,50001 to 100000
"DS SOFT TECH, INC.",FREMONT,94536,SYSTEMS ADMINISTRATOR,65000,C,50001 to 100000
SATWIC INC,GLENDALE,91203,DATA INTEGRATION DEVELOPER,65000,C,50001 to 100000
"INFOOBJECTS, INC",SANTA CLARA,95054,SYSTEMS ANALYST,65000,C,50001 to 100000
TINIDREAM STUDIOS LLC,FREMONT,94538,PRODUCT MANAGER,65000,C,50001 to 100000
UST GLOBAL INC.,ALISO VIEJO,92656,SYSTEMS ANALYST,65000,C,50001 to 100000
"HARMAN PROFESSIONAL, INC.",NORTHRIDGE,91329,"MANAGER, HLDP",65000,C,50001 to 100000
"PALO ALTO NETWORKS, INC.",SANTA CLARA,95054,TECHNICAL SUPPORT ENGINEER,65000,C,50001 to 100000
"TELENAV, INC.",SUNNYVALE,94086,MARKETING RESEARCH ANALYST,65000,C,50001 to 100000
"BUENA VISTA HOME ENTERTAINMENT, INC.",BURBANK,91521-0153,SENIOR BRAND ASSISTANT,65000,C,50001 to 100000
DELUXE MEDIA CREATIVE SERVICES INC.,HOLLYWOOD,90027,SENIOR VFX ARTIST,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,PROGRAMMER ANALYST,65000,C,50001 to 100000
HUNTINGTON MEDICAL RESEARCH INSTITUTES,PASADENA,91101,MICROFABRICATION ENGINEER,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,SOFTWARE ARCHITECT,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,PROGRAMMER ANALYST,65000,C,50001 to 100000
DATASOFT SYSTEMS INC,CANOGA PARK,91303,PROGRAMMER ANALYST,65000,C,50001 to 100000
"SERVICE ORIENTED SOLUTIONS, LLC",NEWARK,94560,WEB SUPPORT ENGINEER,65000,C,50001 to 100000
"ABACAB SOFTWARE, INC.",SANTA CLARA,95051,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,65000,C,50001 to 100000
"ABACAB SOFTWARE, INC.",SANTA CLARA,95051,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,SOFTWARE ARCHITECT,65000,C,50001 to 100000
"ABACAB SOFTWARE, INC.",SANTA CLARA,95051,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,SOFTWARE ARCHITECT,65000,C,50001 to 100000
"ABACAB SOFTWARE, INC.",SANTA CLARA,95051,COMPUTER SYSTEMS ENGINEERS/ARCHITECTS,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,SOFTWARE ARCHITECT,65000,C,50001 to 100000
CIGNEX TECHNOLOGIES INC,SANTA CLARA,95054,SOFTWARE ARCHITECT,65000,C,50001 to 100000
"NUMANN TECHNOLOGIES, INC.",FOLSOM,95630,COMPUTER PROGRAMMER,65000,C,50001 to 100000
"ALPHAVISTA SERVICES, INC.",SUNNYVALE,94086,OCCUPATIONAL THERAPIST,65000,C,50001 to 100000
"INTELLISWIFT SOFTWARE, INC.",FREMONT,94538,SYSTEMS QA ANALYST,65000,C,50001 to 100000
"RJT COMPUQUEST, INC.",TORRANCE,90505,SOFTWARE DEVELOPER,65000,C,50001 to 100000
CYBERMASS SOLUTIONS INC,MILPITAS,95035,PROGRAMMER ANALYST,65000,C,50001 to 100000
"STORM8, INC.",REDWOOD CITY,94065,GAME ARTIST,65000,C,50001 to 100000
TINY PLANET INC,LA PALMA,90623,PROGRAMMER ANALYST,65000,C,50001 to 100000
"AGILENT TECHNOLOGIES, INC.",SANTA CLARA,95051,SCIENTIST,65000,C,50001 to 100000
"3K TECHNOLOGIES, LLC",MILPITAS,95035,DATABASE ADMINSTRATOR,65000,C,50001 to 100000
"INTELLISWIFT SOFTWARE, INC.",FREMONT,94538,PROGRAMMER ANALYST,65000,C,50001 to 100000
